Property Website	Apps Submitted	277.0
Property Website	Conversion %	45.7
Property Website	Move-Ins	182.0
Property Website	Move-In Percent	30.0
Apartments.com	Apps Submitted	113.0
Apartments.com	Conversion %	8.5
Apartments.com	Move-Ins	77.0
Apartments.com	Move-In Percent	5.8
Walk in/Drive By	Apps Submitted	48.0
Walk in/Drive By	Conversion %	29.8
Walk in/Drive By	Move-Ins	31.0
Walk in/Drive By	Move-In Percent	19.3
Resident Referral	Apps Submitted	39.0
Resident Referral	Conversion %	31.2
Resident Referral	Move-Ins	30.0
Resident Referral	Move-In Percent	24.0
Drive By	Apps Submitted	34.0
Drive By	Conversion %	15.4
Drive By	Move-Ins	25.0
Drive By	Move-In Percent	11.3
Walk-in/Drive By	Apps Submitted	33.0
Walk-in/Drive By	Conversion %	22.8
Walk-in/Drive By	Move-Ins	24.0
Walk-in/Drive By	Move-In Percent	16.6
BH Web Page	Apps Submitted	30.0
BH Web Page	Conversion %	18.4
BH Web Page	Move-Ins	24.0
BH Web Page	Move-In Percent	14.7
Walk-in/Drive-By	Apps Submitted	27.0
Walk-in/Drive-By	Conversion %	14.4
Walk-in/Drive-By	Move-Ins	19.0
Walk-in/Drive-By	Move-In Percent	10.2
G5 Website	Apps Submitted	21.0
G5 Website	Conversion %	3.3
G5 Website	Move-Ins	15.0
G5 Website	Move-In Percent	2.4
RENTCafe.com ILS	Apps Submitted	20.0
RENTCafe.com ILS	Conversion %	50.0
RENTCafe.com ILS	Move-Ins	16.0
RENTCafe.com ILS	Move-In Percent	40.0
ApartmentGuide.com	Apps Submitted	19.0
ApartmentGuide.com	Conversion %	4.2
ApartmentGuide.com	Move-Ins	9.0
ApartmentGuide.com	Move-In Percent	2.0
Previous Resident	Apps Submitted	19.0
Previous Resident	Conversion %	23.8
Previous Resident	Move-Ins	10.0
Previous Resident	Move-In Percent	12.5
BH Website	Apps Submitted	16.0
BH Website	Conversion %	4.0
BH Website	Move-Ins	8.0
BH Website	Move-In Percent	2.0
Google	Apps Submitted	16.0
Google	Conversion %	14.4
Google	Move-Ins	12.0
Google	Move-In Percent	10.8
Walk In/Drive By	Apps Submitted	16.0
Walk In/Drive By	Conversion %	27.6
Walk In/Drive By	Move-Ins	12.0
Walk In/Drive By	Move-In Percent	20.7
Google Listing	Apps Submitted	14.0
Google Listing	Conversion %	10.1
Google Listing	Move-Ins	10.0
Google Listing	Move-In Percent	7.2
Outreach Marketing	Apps Submitted	11.0
Outreach Marketing	Conversion %	34.4
Outreach Marketing	Move-Ins	7.0
Outreach Marketing	Move-In Percent	21.9
Local Listings	Apps Submitted	10.0
Local Listings	Conversion %	3.1
Local Listings	Move-Ins	6.0
Local Listings	Move-In Percent	1.9
Walk-in/Drive-by	Apps Submitted	9.0
Walk-in/Drive-by	Conversion %	20.5
Walk-in/Drive-by	Move-Ins	7.0
Walk-in/Drive-by	Move-In Percent	15.9
Walkin-Drive By	Apps Submitted	8.0
Walkin-Drive By	Conversion %	7.3
Walkin-Drive By	Move-Ins	7.0
Walkin-Drive By	Move-In Percent	6.4
Grand Total	Apps Submitted	780.0
Grand Total	Conversion %	19.4
Grand Total	Move-Ins	531.0
Grand Total	Move-In Percent	13.8
