Bristol Place - 1546	Conversion %	16.0
Bristol Place - 1546	Cost Per Application	0.0
Bristol Place - 1546	Move-In Percent	13.1
Bristol Place - 1546	Cost Per Move-In	0.0
Chatham Village - 1553	Conversion %	18.4
Chatham Village - 1553	Cost Per Application	0.0
Chatham Village - 1553	Move-In Percent	12.4
Chatham Village - 1553	Cost Per Move-In	0.0
City Parc at Keller - 1556	Conversion %	11.8
City Parc at Keller - 1556	Cost Per Application	0.0
City Parc at Keller - 1556	Move-In Percent	9.3
City Parc at Keller - 1556	Cost Per Move-In	0.0
Hawthorne Ridge - 1552	Conversion %	12.0
Hawthorne Ridge - 1552	Cost Per Application	0.0
Hawthorne Ridge - 1552	Move-In Percent	8.9
Hawthorne Ridge - 1552	Cost Per Move-In	0.0
Landings at Brooks City Base - 1541	Conversion %	13.2
Landings at Brooks City Base - 1541	Cost Per Application	0.0
Landings at Brooks City Base - 1541	Move-In Percent	9.0
Landings at Brooks City Base - 1541	Cost Per Move-In	0.0
Maple Springs - 1694	Conversion %	11.6
Maple Springs - 1694	Cost Per Application	0.0
Maple Springs - 1694	Move-In Percent	7.9
Maple Springs - 1694	Cost Per Move-In	0.0
Oaks at Greenview, The - 1535	Conversion %	12.1
Oaks at Greenview, The - 1535	Cost Per Application	0.0
Oaks at Greenview, The - 1535	Move-In Percent	7.8
Oaks at Greenview, The - 1535	Cost Per Move-In	0.0
Park at Johns Creek - 1554	Conversion %	7.6
Park at Johns Creek - 1554	Cost Per Application	0.0
Park at Johns Creek - 1554	Move-In Percent	5.1
Park at Johns Creek - 1554	Cost Per Move-In	0.0
Park at Towne Lake - 1555	Conversion %	12.8
Park at Towne Lake - 1555	Cost Per Application	0.0
Park at Towne Lake - 1555	Move-In Percent	8.3
Park at Towne Lake - 1555	Cost Per Move-In	0.0
Pavilions at Deer Chase - 1542	Conversion %	12.1
Pavilions at Deer Chase - 1542	Cost Per Application	0.0
Pavilions at Deer Chase - 1542	Move-In Percent	10.1
Pavilions at Deer Chase - 1542	Cost Per Move-In	0.0
Summit at Sabal Park, The - 1563	Conversion %	5.4
Summit at Sabal Park, The - 1563	Cost Per Application	0.0
Summit at Sabal Park, The - 1563	Move-In Percent	3.8
Summit at Sabal Park, The - 1563	Cost Per Move-In	0.0
Sundance - 1684	Conversion %	17.2
Sundance - 1684	Cost Per Application	0.0
Sundance - 1684	Move-In Percent	12.9
Sundance - 1684	Cost Per Move-In	0.0
The Carlyle - 1740	Conversion %	18.5
The Carlyle - 1740	Cost Per Application	0.0
The Carlyle - 1740	Move-In Percent	12.2
The Carlyle - 1740	Cost Per Move-In	0.0
The Flats WDM - 1660	Conversion %	9.0
The Flats WDM - 1660	Cost Per Application	0.0
The Flats WDM - 1660	Move-In Percent	4.5
The Flats WDM - 1660	Cost Per Move-In	0.0
Tuscany Palms - 1754	Conversion %	100.0
Tuscany Palms - 1754	Cost Per Application	0.0
Tuscany Palms - 1754	Move-In Percent	100.0
Tuscany Palms - 1754	Cost Per Move-In	0.0
Willow Grove - 1550	Conversion %	8.7
Willow Grove - 1550	Cost Per Application	0.0
Willow Grove - 1550	Move-In Percent	5.8
Willow Grove - 1550	Cost Per Move-In	0.0
Windscape of Naperville - 1701	Conversion %	
Windscape of Naperville - 1701	Cost Per Application	
Windscape of Naperville - 1701	Move-In Percent	
Windscape of Naperville - 1701	Cost Per Move-In	
Woodbridge - 1551	Conversion %	2.6
Woodbridge - 1551	Cost Per Application	0.0
Woodbridge - 1551	Move-In Percent	2.1
Woodbridge - 1551	Cost Per Move-In	0.0
Grand Total	Conversion %	10.8
Grand Total	Cost Per Application	6.0
Grand Total	Move-In Percent	7.5
Grand Total	Cost Per Move-In	9.0
